"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL460824"	""	"None"	"466.50"	"0"	"3.31"	"7"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O"	"IC50"	"'='"	"17.0"	"nM"	"7.77"	""	""	"UO_0000065"	"16.65"	"0.30"	"4.46"	"5.79"	"0"	"CHEMBL992190"	"Inhibition of ITK by DELFIA method"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143295"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""
"CHEMBL480554"	""	"None"	"517.61"	"1"	"3.76"	"27"	"CC(C)C(=O)c1ccc(C(=O)/N=c2\[nH]c3cc(N(C)C(=O)c4ccccc4)ccc3n2CCC(N)=O)s1"	"IC50"	"'='"	"570.0"	"nM"	"6.24"	""	""	"UO_0000065"	"12.06"	"0.23"	"2.48"	"4.78"	"0"	"CHEMBL1028078"	"Inhibition of human ITK expressed in chicken DT40 cells assessed as calcium influx by FLIPR"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"DT40"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143295"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""
"CHEMBL487786"	""	"None"	"531.59"	"1"	"3.11"	"8e"	"COC(=O)/C=C/c1ccc(C(=O)/N=c2\[nH]c3cc(N(C)C(=O)c4ccccc4)ccc3n2CCC(N)=O)s1"	"IC50"	"'='"	"540.0"	"nM"	"6.27"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL486951"	""	"None"	"550.64"	"1"	"4.49"	"8g"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(/C=C/c3ccccn3)s1)n2CCC(N)=O"	"IC50"	"'='"	"760.0"	"nM"	"6.12"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL485922"	""	"None"	"550.64"	"1"	"4.49"	"8a"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(/C=C/c3cccnc3)s1)n2CCC(N)=O"	"IC50"	"'='"	"690.0"	"nM"	"6.16"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL501364"	""	"None"	"579.68"	"2"	"5.10"	"8h"	"COc1ccccc1/C=C/c1ccc(C(=O)/N=c2\[nH]c3cc(N(C)C(=O)c4ccccc4)ccc3n2CCC(N)=O)s1"	"IC50"	"'>'"	"5000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL510877"	""	"None"	"617.65"	"2"	"6.11"	"8m"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(/C=C/c3ccc(C(F)(F)F)cc3)s1)n2CCC(N)=O"	"IC50"	"'>'"	"5000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL507769"	""	"None"	"564.67"	"1"	"4.68"	"8n"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(/C=C/c3ccccc3N)s1)n2CCC(N)=O"	"IC50"	"'='"	"620.0"	"nM"	"6.21"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL501661"	""	"None"	"565.66"	"1"	"4.07"	"8w"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(/C=C/c3cccc(N)n3)s1)n2CCC(N)=O"	"IC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL481567"	""	"None"	"516.63"	"1"	"3.52"	"43"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(N3CCCC3)s1)n2CCC(N)=O"	"IC50"	"'='"	"1800.0"	"nM"	"5.75"	""	""	"UO_0000065"	"11.12"	"0.21"	"2.22"	"4.92"	"0"	"CHEMBL1028078"	"Inhibition of human ITK expressed in chicken DT40 cells assessed as calcium influx by FLIPR"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"DT40"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143295"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""
"CHEMBL1980489"	""	"None"	"313.74"	"0"	"2.69"	"SID103904952"	"O=c1c(NCc2ccc(Cl)cc2)c(Nc2ccncc2)c1=O"	"Ki"	"'>'"	"1584.89"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963747"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ITK"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1980896"	""	"None"	"473.78"	"1"	"5.54"	"SID103904856"	"Nc1ncnc2sc(Br)c(-c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12"	"Ki"	"'>'"	"1584.89"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963747"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ITK"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL512076"	"GSK-192082A"	"None"	"566.06"	"2"	"5.63"	"GSK192082A"	"CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1"	"Inhibition"	"'='"	"1.96"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL179453"	"GW622055X"	"None"	"392.86"	"0"	"4.54"	"GW622055X"	"CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3Cl)o2)c1"	"Inhibition"	"'='"	"0.29"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL410072"	"GW301784X"	"None"	"445.50"	"0"	"0.85"	"GW301784X"	"CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2"	"Inhibition"	"'='"	"-1.6"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1909376"	""	"None"	"378.82"	"0"	"0.13"	"SB-759335-B"	"CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CCNCC3)c21.Cl"	"Inhibition"	"'='"	"2.63"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL3298369"	""	"None"	"347.42"	"0"	"3.03"	"25"	"CC12Cc3[nH]nc(C(=O)Nc4cnn(Cc5ccccc5)c4)c3CC1C2"	"Ki"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"24.53"	"0.45"	"5.49"	"11.27"	"0"	"CHEMBL3428280"	"Inhibition of GST-tagged recombinant full length human ITK using AcEFPIYDFLPAKKK-NH2 as substrate after 35 mins by Morrison plot analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3425442"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""
"CHEMBL361894"	"GW806290X"	"None"	"346.35"	"0"	"2.70"	"GW806290X"	"c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1"	"Inhibition"	"'='"	"1.86"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL460389"	""	"None"	"431.45"	"0"	"3.03"	"25"	"CN(C(=O)c1ccccc1)c1ccc2c(c1)nc(NC(=O)c1ccoc1)n2CCC(N)=O"	"IC50"	"'='"	"10.0"	"nM"	"8.00"	""	""	"UO_0000065"	"18.54"	"0.34"	"4.97"	"6.48"	"0"	"CHEMBL992543"	"Inhibition of recombinant ITK by DELFIA assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142466"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL462514"	""	"None"	"494.56"	"0"	"4.09"	"29"	"CCCN(C(=O)c1ccccc1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O"	"IC50"	"'='"	"18.0"	"nM"	"7.75"	""	""	"UO_0000065"	"15.66"	"0.29"	"3.65"	"5.77"	"0"	"CHEMBL992543"	"Inhibition of recombinant ITK by DELFIA assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142466"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL441702"	"GSK-270822A"	"None"	"396.45"	"0"	"4.23"	"GSK270822A"	"CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc3ccccc3c2)CC(=O)N1"	"Inhibition"	"'='"	"2.6"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL2005528"	""	"None"	"258.28"	"0"	"1.63"	"SID103905407"	"CCOC(=O)c1ccc2[nH]c3c(c2c1)CCNC3=O"	"Ki"	"'>'"	"1584.89"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963747"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ITK"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1990254"	""	"None"	"317.39"	"0"	"3.18"	"SID103904555"	"NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1"	"Ki"	"'>'"	"1584.89"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963747"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ITK"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL379787"	""	"None"	"395.42"	"0"	"2.53"	"IRAK_1_4_Inhibitor"	"O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1"	"Residual Activity"	"'='"	"74.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL102936"	""	"None"	"370.43"	"0"	"2.95"	"SB-742865"	"CS(=O)(=O)Nc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1"	"Inhibition"	"'='"	"1.56"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL237570"	""	"None"	"467.59"	"1"	"6.02"	"SB-630812"	"COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4C)n3C)ccc2c1"	"Inhibition"	"'='"	"0.02"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL97771"	""	"None"	"373.41"	"1"	"5.18"	"Src_Inhibitor_I"	"COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC"	"Residual Activity"	"'='"	"80.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219226"	"Millipore: Percentage of residual kinase activity of ITK at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL4436895"	""	"None"	"388.20"	"0"	"3.79"	"46"	"O=C(Nc1cccnc1)c1cc(C(=O)c2c(F)cccc2Br)c[nH]1"	"Activity"	"'='"	"100.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4365772"	"Inhibition of wild-type human partial length ITK (R335 to L620 residues) expressed in bacterial expression system assessed as residual activity at 10 uM by Kinomescan method relative to control"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4364269"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"None"	""
"CHEMBL4473860"	""	"None"	"506.61"	"2"	"6.06"	"24"	"CN(C)c1cccc(-c2c[nH]c3nc(Nc4ccc(N5CCOCC5)cc4)nc(Oc4ccccc4)c23)c1"	"IC50"	"'='"	"1437.0"	"nM"	"5.84"	""	""	"UO_0000065"	"11.53"	"0.21"	"-0.22"	"7.44"	"0"	"CHEMBL4349138"	"Inhibition of kinase tracer 236 binding to recombinant full length GST-tagged human ITK cytoplasmic domain expressed in baculovirus expression system incubated for 60 mins by Lanthascreen assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346710"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"None"	""
"CHEMBL1794053"	"GW407323A"	"None"	"529.64"	"1"	"5.12"	"GW407323A"	"Cl.Nc1nc(-c2ccc3c(c2)C(=Cc2cc(Br)c(O)c(Br)c2)C(=O)N3)cs1"	"Inhibition"	"'='"	"0.01"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1684664"	""	"None"	"291.31"	"0"	"2.13"	"4i"	"NC(=O)Cc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1"	"IC50"	"'='"	"100.0"	"nM"	"7.00"	""	""	"UO_0000065"	"24.03"	"0.43"	"4.87"	"6.97"	"0"	"CHEMBL1685631"	"Inhibition of recombinant GST-tagged full-length ITK expressed in baculovirus expression system after 30 mins by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1681705"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""
"CHEMBL1684499"	""	"None"	"347.42"	"0"	"3.52"	"8c"	"Cc1ccc2cc(-c3n[nH]c4ccc(NC(=O)CN(C)C)cc34)[nH]c2c1"	"IC50"	"'='"	"65.0"	"nM"	"7.19"	""	""	"UO_0000065"	"20.69"	"0.38"	"3.67"	"9.36"	"0"	"CHEMBL1685631"	"Inhibition of recombinant GST-tagged full-length ITK expressed in baculovirus expression system after 30 mins by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1681705"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""
"CHEMBL1684504"	""	"None"	"356.39"	"0"	"4.86"	"8h"	"Cc1ccc2cc(-c3n[nH]c4ccc(NC(=O)c5ccco5)cc34)[nH]c2c1"	"IC50"	"'='"	"530.0"	"nM"	"6.28"	""	""	"UO_0000065"	"17.61"	"0.32"	"1.42"	"7.24"	"0"	"CHEMBL1685631"	"Inhibition of recombinant GST-tagged full-length ITK expressed in baculovirus expression system after 30 mins by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1681705"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""
"CHEMBL442363"	"GW809885X"	"None"	"373.42"	"0"	"3.36"	"GW809885X"	"COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1"	"Inhibition"	"'='"	"-0.01"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL383899"	"ANILINOPYRIMIDINE1"	"None"	"413.40"	"1"	"5.33"	"Aurora_Kinase_Inhibitor_III"	"O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1"	"Residual Activity"	"'='"	"56.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219226"	"Millipore: Percentage of residual kinase activity of ITK at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL2402081"	""	"None"	"432.46"	"0"	"3.10"	"37"	"CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1"	"Inhibition"	"'='"	"3.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2404345"	"Inhibition of ITK (unknown origin) at 10 uM relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2401733"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""
